Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.21     0.00     2883     0.00     0.00  std::vector<Interest*, std::allocator<Interest*> >::_M_check_len(unsigned long, char const*) const
  0.00      0.21     0.00     2879     0.00     0.00  std::vector<Interest*, std::allocator<Interest*> >::end()
  0.00      0.21     0.00     2879     0.00     0.00  Interest* const& std::forward<Interest* const&>(std::remove_reference<Interest* const&>::type&)
  0.00      0.21     0.00     2875     0.00     0.00  std::vector<Interest*, std::allocator<Interest*> >::begin()
  0.00      0.21     0.00     2874     0.00     0.00  std::_Vector_base<Interest*, std::allocator<Interest*> >::_M_allocate(unsigned long)
  0.00      0.21     0.00     2871     0.00     0.00  __gnu_cxx::new_allocator<Interest*>::allocate(unsigned long, void const*)
  0.00      0.21     0.00     2865     0.00     0.00  __gnu_cxx::__normal_iterator<Interest**, std::vector<Interest*, std::allocator<Interest*> > >::difference_type __gnu_cxx::operator-<Interest**, std::vector<Interest*, std::allocator<Interest*> > >(__gnu_cxx::__normal_iterator<Interest**, std::vector<Interest*, std::allocator<Interest*> > > const&, __gnu_cxx::__normal_iterator<Interest**, std::vector<Interest*, std::allocator<Interest*> > > const&)
  0.00      0.21     0.00     2863     0.00     0.00  void std::vector<Interest*, std::allocator<Interest*> >::_M_insert_aux<Interest* const&>(__gnu_cxx::__normal_iterator<Interest**, std::vector<Interest*, std::allocator<Interest*> > >, Interest* const&)
  0.00      0.21     0.00     2526     0.00     0.00  __gnu_cxx::new_allocator<Interest*>::deallocate(Interest**, unsigned long)
  0.00      0.21     0.00     2441     0.00     0.00  std::_Vector_base<Course*, std::allocator<Course*> >::_M_deallocate(Course**, unsigned long)
  0.00      0.21     0.00     2139     0.00     0.00  std::_Vector_base<Course*, std::allocator<Course*> >::_M_allocate(unsigned long)
  0.00      0.21     0.00     2127     0.00     0.00  __gnu_cxx::new_allocator<Course*>::allocate(unsigned long, void const*)
  0.00      0.21     0.00     2127     0.00     0.00  __gnu_cxx::__normal_iterator<Course**, std::vector<Course*, std::allocator<Course*> > >::difference_type __gnu_cxx::operator-<Course**, std::vector<Course*, std::allocator<Course*> > >(__gnu_cxx::__normal_iterator<Course**, std::vector<Course*, std::allocator<Course*> > > const&, __gnu_cxx::__normal_iterator<Course**, std::vector<Course*, std::allocator<Course*> > > const&)
  0.00      0.21     0.00     2127     0.00     0.00  std::vector<Course*, std::allocator<Course*> >::_M_check_len(unsigned long, char const*) const
  0.00      0.21     0.00     2127     0.00     0.00  Course* const& std::forward<Course* const&>(std::remove_reference<Course* const&>::type&)
  0.00      0.21     0.00     2126     0.00     0.00  std::vector<Course*, std::allocator<Course*> >::end()
  0.00      0.21     0.00     2126     0.00     0.00  std::vector<Course*, std::allocator<Course*> >::begin()
  0.00      0.21     0.00     2124     0.00     0.00  void std::vector<Course*, std::allocator<Course*> >::_M_insert_aux<Course* const&>(__gnu_cxx::__normal_iterator<Course**, std::vector<Course*, std::allocator<Course*> > >, Course* const&)
  0.00      0.21     0.00     2000     0.00     0.00  facu_lock()
  0.00      0.21     0.00     1803     0.00     0.00  std::vector<Course, std::allocator<Course> >::size() const
  0.00      0.21     0.00     1800     0.00     0.00  __gnu_cxx::new_allocator<Course*>::deallocate(Course**, unsigned long)
  0.00      0.21     0.00     1593     0.00     0.00  std::vector<Course, std::allocator<Course> >::operator[](unsigned long)
  0.00      0.21     0.00     1313     0.00     0.00  std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&)
  0.00      0.21     0.00      781     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::size() const
  0.00      0.21     0.00      771     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.21     0.00      665     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::_Vector_base()
  0.00      0.21     0.00      664     0.00     0.00  std::allocator<GraphNode*>::allocator()
  0.00      0.21     0.00      664     0.00     0.00  std::_Vector_base<Course*, std::allocator<Course*> >::_Vector_impl::_Vector_impl()
  0.00      0.21     0.00      663     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::_Vector_impl::_Vector_impl()
  0.00      0.21     0.00      662     0.00     0.00  __gnu_cxx::new_allocator<Course*>::new_allocator()
  0.00      0.21     0.00      662     0.00     0.00  std::vector<Interest*, std::allocator<Interest*> >::vector()
  0.00      0.21     0.00      661     0.00     0.02  GraphNode::GraphNode()
