Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.04     0.00     5310     0.00     0.00  void std::_Destroy_aux<true>::__destroy<GraphNode**>(GraphNode**, GraphNode**)
  0.00      0.04     0.00     5310     0.00     0.00  void std::_Destroy<GraphNode**>(GraphNode**, GraphNode**)
  0.00      0.04     0.00     5309     0.00     0.00  void std::_Destroy<GraphNode**, GraphNode*>(GraphNode**, GraphNode**, std::allocator<GraphNode*>&)
  0.00      0.04     0.00     5307     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::_M_deallocate(GraphNode**, unsigned long)
  0.00      0.04     0.00     5269     0.00     0.00  std::vector<GraphNode*, std::allocator<GraphNode*> >::begin()
  0.00      0.04     0.00     4940     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::_M_get_Tp_allocator() const
  0.00      0.04     0.00     4922     0.00     0.00  std::vector<GraphNode*, std::allocator<GraphNode*> >::max_size() const
  0.00      0.04     0.00     4922     0.00     0.00  GraphNode** std::__copy_move_a2<true, GraphNode**, GraphNode**>(GraphNode**, GraphNode**, GraphNode**)
  0.00      0.04     0.00     4922     0.00     0.00  GraphNode** std::__uninitialized_move_a<GraphNode**, GraphNode**, std::allocator<GraphNode*> >(GraphNode**, GraphNode**, GraphNode**, std::allocator<GraphNode*>&)
  0.00      0.04     0.00     4915     0.00     0.00  GraphNode** std::uninitialized_copy<std::move_iterator<GraphNode**>, GraphNode**>(std::move_iterator<GraphNode**>, std::move_iterator<GraphNode**>, GraphNode**)
  0.00      0.04     0.00     4910     0.00     0.00  GraphNode** std::copy<std::move_iterator<GraphNode**>, GraphNode**>(std::move_iterator<GraphNode**>, std::move_iterator<GraphNode**>, GraphNode**)
  0.00      0.04     0.00     4905     0.00     0.00  GraphNode** std::__uninitialized_copy_a<std::move_iterator<GraphNode**>, GraphNode**, GraphNode*>(std::move_iterator<GraphNode**>, std::move_iterator<GraphNode**>, GraphNode**, std::allocator<GraphNode*>&)
  0.00      0.04     0.00     4904     0.00     0.00  GraphNode** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<GraphNode**>, GraphNode**>(std::move_iterator<GraphNode**>, std::move_iterator<GraphNode**>, GraphNode**)
  0.00      0.04     0.00     4231     0.00     0.00  std::vector<Course*, std::allocator<Course*> >::_M_erase_at_end(Course**)
  0.00      0.04     0.00     4195     0.00     0.00  std::vector<Course*, std::allocator<Course*> >::clear()
  0.00      0.04     0.00     3417     0.00     0.00  std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&)
  0.00      0.04     0.00     2844     0.00     0.00  __gnu_cxx::new_allocator<GraphNode*>::~new_allocator()
  0.00      0.04     0.00     2844     0.00     0.00  std::allocator<GraphNode*>::~allocator()
  0.00      0.04     0.00     2844     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::_Vector_impl::~_Vector_impl()
  0.00      0.04     0.00     2844     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::~_Vector_base()
  0.00      0.04     0.00     2844     0.00     0.00  std::vector<GraphNode*, std::allocator<GraphNode*> >::~vector()
  0.00      0.04     0.00     2840     0.00     0.00  __gnu_cxx::new_allocator<Course*>::~new_allocator()
  0.00      0.04     0.00     2840     0.00     0.00  std::allocator<Course*>::~allocator()
  0.00      0.04     0.00     2840     0.00     0.00  std::_Vector_base<Course*, std::allocator<Course*> >::_Vector_impl::~_Vector_impl()
  0.00      0.04     0.00     2840     0.00     0.00  std::_Vector_base<Course*, std::allocator<Course*> >::~_Vector_base()
  0.00      0.04     0.00     2840     0.00     0.00  std::vector<Course*, std::allocator<Course*> >::~vector()
  0.00      0.04     0.00     2827     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::size() const
  0.00      0.04     0.00     2813     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.04     0.00     2810     0.00     0.00  GraphNode::~GraphNode()
  0.00      0.04     0.00     2810     0.00     0.00  __gnu_cxx::new_allocator<Interest*>::~new_allocator()
  0.00      0.04     0.00     2810     0.00     0.00  __gnu_cxx::new_allocator<GraphNode*>::destroy(GraphNode**)
  0.00      0.04     0.00     2810     0.00     0.00  bool __gnu_cxx::operator!=<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >(__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > > const&, __gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > > const&)
  0.00      0.04     0.00     2810     0.00     0.00  std::allocator<Interest*>::~allocator()
  0.00      0.04     0.00     2810     0.00     0.00  std::_Vector_base<Interest*, std::allocator<Interest*> >::_Vector_impl::~_Vector_impl()
  0.00      0.04     0.00     2810     0.00     0.00  std::_Vector_base<Interest*, std::allocator<Interest*> >::~_Vector_base()
  0.00      0.04     0.00     2810     0.00     0.00  std::vector<Interest*, std::allocator<Interest*> >::~vector()
  0.00      0.04     0.00     2810     0.00     0.00  std::vector<GraphNode*, std::allocator<GraphNode*> >::erase(__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >)
  0.00      0.04     0.00     2808     0.00     0.00  __gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >, __gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > > >(__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >, __gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >, __gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >)
  0.00      0.04     0.00     2808     0.00     0.00  __gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > > std::move<__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >, __gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > > >(__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >, __gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >, __gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >)
  0.00      0.04     0.00     2734     0.00     0.00  __gnu_cxx::new_allocator<Course*>::new_allocator()
  0.00      0.04     0.00     2734     0.00     0.00  std::vector<GraphNode*, std::allocator<GraphNode*> >::vector()
  0.00      0.04     0.00     2733     0.00     0.00  std::allocator<Interest*>::allocator()
  0.00      0.04     0.00     2732     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::_Vector_base()
  0.00      0.04     0.00     2731     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      0.04     0.00     2729     0.00     0.00  __gnu_cxx::new_allocator<GraphNode*>::new_allocator()
  0.00      0.04     0.00     2729     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::_Vector_impl::_Vector_impl()
  0.00      0.04     0.00     2728     0.00     0.00  std::_Vector_base<Interest*, std::allocator<Interest*> >::_Vector_base()
  0.00      0.04     0.00     2728     0.00     0.00  std::vector<Interest*, std::allocator<Interest*> >::vector()
