Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.03     0.00     1098     0.00     0.00  Course** std::uninitialized_copy<std::move_iterator<Course**>, Course**>(std::move_iterator<Course**>, std::move_iterator<Course**>, Course**)
  0.00      0.03     0.00     1098     0.00     0.00  Course** std::__uninitialized_copy_a<std::move_iterator<Course**>, Course**, Course*>(std::move_iterator<Course**>, std::move_iterator<Course**>, Course**, std::allocator<Course*>&)
  0.00      0.03     0.00     1098     0.00     0.00  Course** std::__uninitialized_move_a<Course**, Course**, std::allocator<Course*> >(Course**, Course**, Course**, std::allocator<Course*>&)
  0.00      0.03     0.00     1098     0.00     0.00  Course** std::copy<std::move_iterator<Course**>, Course**>(std::move_iterator<Course**>, std::move_iterator<Course**>, Course**)
  0.00      0.03     0.00     1083     0.00     0.00  __gnu_cxx::new_allocator<Interest*>::deallocate(Interest**, unsigned long)
  0.00      0.03     0.00     1083     0.00     0.00  __gnu_cxx::new_allocator<Interest*>::allocate(unsigned long, void const*)
  0.00      0.03     0.00     1083     0.00     0.00  __gnu_cxx::__normal_iterator<Interest**, std::vector<Interest*, std::allocator<Interest*> > >::difference_type __gnu_cxx::operator-<Interest**, std::vector<Interest*, std::allocator<Interest*> > >(__gnu_cxx::__normal_iterator<Interest**, std::vector<Interest*, std::allocator<Interest*> > > const&, __gnu_cxx::__normal_iterator<Interest**, std::vector<Interest*, std::allocator<Interest*> > > const&)
  0.00      0.03     0.00     1083     0.00     0.00  std::vector<Interest*, std::allocator<Interest*> >::_M_check_len(unsigned long, char const*) const
  0.00      0.03     0.00     1083     0.00     0.00  std::_Vector_base<Interest*, std::allocator<Interest*> >::_M_allocate(unsigned long)
  0.00      0.03     0.00     1083     0.00     0.00  void std::vector<Interest*, std::allocator<Interest*> >::_M_insert_aux<Interest* const&>(__gnu_cxx::__normal_iterator<Interest**, std::vector<Interest*, std::allocator<Interest*> > >, Interest* const&)
  0.00      0.03     0.00     1083     0.00     0.00  std::vector<Interest*, std::allocator<Interest*> >::end()
  0.00      0.03     0.00     1083     0.00     0.00  std::vector<Interest*, std::allocator<Interest*> >::begin()
  0.00      0.03     0.00     1083     0.00     0.00  Interest* const& std::forward<Interest* const&>(std::remove_reference<Interest* const&>::type&)
  0.00      0.03     0.00      906     0.00     0.00  std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&)
  0.00      0.03     0.00      880     0.00     0.00  std::vector<Course*, std::allocator<Course*> >::_M_erase_at_end(Course**)
  0.00      0.03     0.00      880     0.00     0.00  std::vector<Course*, std::allocator<Course*> >::clear()
  0.00      0.03     0.00      809     0.00     0.00  std::_Vector_base<Course*, std::allocator<Course*> >::_M_deallocate(Course**, unsigned long)
  0.00      0.03     0.00      729     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >, true>::_S_base(__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >)
  0.00      0.03     0.00      729     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > > >(__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >)
  0.00      0.03     0.00      720     0.00     0.00  stud_lock()
  0.00      0.03     0.00      664     0.00     0.00  std::vector<Department, std::allocator<Department> >::operator[](unsigned long)
  0.00      0.03     0.00      623     0.00     0.00  std::vector<Department, std::allocator<Department> >::size() const
  0.00      0.03     0.00      610     0.00     0.00  Course* std::__addressof<Course>(Course&)
  0.00      0.03     0.00      559     0.00     0.00  std::_Vector_base<Course*, std::allocator<Course*> >::_M_allocate(unsigned long)
  0.00      0.03     0.00      550     0.00     0.00  std::vector<Course, std::allocator<Course> >::size() const
  0.00      0.03     0.00      549     0.00     0.00  __gnu_cxx::new_allocator<Course*>::deallocate(Course**, unsigned long)
  0.00      0.03     0.00      549     0.00     0.00  __gnu_cxx::new_allocator<Course*>::allocate(unsigned long, void const*)
  0.00      0.03     0.00      549     0.00     0.00  __gnu_cxx::__normal_iterator<Course**, std::vector<Course*, std::allocator<Course*> > >::difference_type __gnu_cxx::operator-<Course**, std::vector<Course*, std::allocator<Course*> > >(__gnu_cxx::__normal_iterator<Course**, std::vector<Course*, std::allocator<Course*> > > const&, __gnu_cxx::__normal_iterator<Course**, std::vector<Course*, std::allocator<Course*> > > const&)
  0.00      0.03     0.00      549     0.00     0.00  std::vector<Course*, std::allocator<Course*> >::_M_check_len(unsigned long, char const*) const
  0.00      0.03     0.00      549     0.00     0.00  void std::vector<Course*, std::allocator<Course*> >::_M_insert_aux<Course* const&>(__gnu_cxx::__normal_iterator<Course**, std::vector<Course*, std::allocator<Course*> > >, Course* const&)
  0.00      0.03     0.00      549     0.00     0.00  std::vector<Course*, std::allocator<Course*> >::end()
  0.00      0.03     0.00      549     0.00     0.00  std::vector<Course*, std::allocator<Course*> >::begin()
  0.00      0.03     0.00      549     0.00     0.00  Course* const& std::forward<Course* const&>(std::remove_reference<Course* const&>::type&)
  0.00      0.03     0.00      500     0.00     0.00  facu_lock()
  0.00      0.03     0.00      488     0.00     0.00  __gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >::operator+(long const&) const
  0.00      0.03     0.00      486     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >, false>::_S_base(__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >)
  0.00      0.03     0.00      486     0.00     0.00  std::_Miter_base<__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > > >(__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >)
  0.00      0.03     0.00      478     0.00     0.00  Interest* std::__addressof<Interest>(Interest&)
  0.00      0.03     0.00      430     0.00     0.00  std::move_iterator<Course*>::base() const
  0.00      0.03     0.00      400     0.00     0.00  std::vector<Course, std::allocator<Course> >::operator[](unsigned long)
  0.00      0.03     0.00      386     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*)
  0.00      0.03     0.00      371     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::size() const
  0.00      0.03     0.00      370     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
